1	1010	0.02266
2	2010	0.0371539
3	1020	0.0490759
4	3010	0.0448598
5	2020	0.0775736
6	1011	0.0142859
7	1110	0.0111582
8	3020	0.0907246
9	2011	0.0275879
10	1021	0.0034424
11	1012	0.00774539
12	2110	0.00414017
13	1120	0.0184415
14	1210	0.00884986
15	3011	0.0365274
16	2021	0.00739423
17	2012	0.016637
18	1022	0.00373272
19	1013	0.00419931
20	3110	0.00206649
21	2120	0.00576446
22	2210	0.00462027
23	1111	0.0256916
24	1220	0.0153977
25	1310	0.00703361
26	3021	0.0104053
27	3012	0.023412
28	2022	0.00882734
29	2013	0.00993076
30	1023	0.00303564
31	3120	0.00275202
32	3210	0.00248703
33	2111	0.0130335
34	2220	0.00711396
35	2310	0.00474593
36	1121	0.00961272
37	1112	0.0216286
38	1211	0.00448226
39	1320	0.0128105
40	1410	0.00560094
41	3022	0.0131973
42	3013	0.0148469
43	2023	0.00783719
44	3111	0.00691507
45	3220	0.00358426
46	3310	0.00282447
47	2121	0.0052253
48	2112	0.0117569
49	2211	0.00364161
50	2320	0.00782699
51	2410	0.00464238
52	1122	0.0151615
53	1113	0.0170567
54	1221	0.00108006
55	1212	0.00243014
56	1311	0.00372912
57	1420	0.0106257
58	3023	0.0124323
59	3121	0.00279948
60	3112	0.00629883
61	3211	0.00246065
62	3320	0.00433581
63	3410	0.00306491
64	2122	0.00895403
65	2113	0.0100733
66	2221	0.00111173
67	2212	0.00250138
68	2311	0.00358524
69	2420	0.00807231
70	1123	0.0172505
71	1222	0.00117115
72	1213	0.00131755
73	1321	0.000898583
74	1312	0.00202181
75	1411	0.00309312
76	3122	0.00497742
77	3113	0.0055996
78	3221	0.000834024
79	3212	0.00187655
80	3311	0.00263596
81	3420	0.00495465
82	2123	0.011023
83	2222	0.00145947
84	2213	0.00164191
85	2321	0.00105879
86	2312	0.00238227
87	2411	0.00343378
88	1223	0.000952444
89	1322	0.000974367
90	1313	0.00109616
91	1421	0.00074533
92	1412	0.00167699
93	3123	0.00643842
94	3222	0.00122088
95	3213	0.00137348
96	3321	0.000864787
97	3312	0.00194577
98	3411	0.002743
99	2223	0.00139347
100	2322	0.00135939
101	2313	0.00152932
102	2421	0.000989054
103	2412	0.00222537
104	1323	0.000792407
105	1422	0.000808189
106	1413	0.000909213
107	3223	0.00129508
108	3322	0.00123253
109	3313	0.00138659
110	3421	0.000875457
111	3412	0.00196978
112	2323	0.00127738
113	2422	0.00124774
114	2413	0.00140371
115	1423	0.000657262
116	3323	0.00127938
117	3422	0.00121988
118	3413	0.00137237
119	2423	0.00115727
120	3423	0.00124305
